#TYPE Selected.AwsAction
"ServiceName","Action","Description","AccessLevel","DocLink"
"Amazon Fraud Detector","frauddetector:GetVariables","Grants permission to get all of the variables or the specific variable. This is a paginated API. Providing null maxSizePerPage results in retrieving maximum of 100 records per page. If you provide maxSizePerPage the value must be between 50 and 100. To get the next page result, a provide a pagination token from GetVariablesResult as part of your request. Null pagination token fetches the records from the beginning","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:ListEventPredictions","Grants permission to get a list of past predictions","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:ListTagsForResource","Grants permission to list all tags associated with the resource. This is a paginated API. To get the next page results, provide the pagination token from the response as part of your request. A null pagination token fetches the records from the beginning","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutDetector","Grants permission to create or update a detector","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutEntityType","Grants permission to create or update an entity type. An entity represents who is performing the event. As part of a fraud prediction, you pass the entity ID to indicate the specific entity who performed the event. An entity type classifies the entity. Example classifications include customer, merchant, or account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutEventType","Grants permission to create or update an event type. An event is a business activity that is evaluated for fraud risk. With Amazon Fraud Detector, you generate fraud predictions for events. An event type defines the structure for an event sent to Amazon Fraud Detector. This includes the variables sent as part of the event, the entity performing the event (such as a customer), and the labels that classify the event. Example event types include online payment transactions, account registrations, and authentications","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutExternalModel","Grants permission to create or update an Amazon SageMaker model endpoint. You can also use this action to update the configuration of the model endpoint, including the IAM role and/or the mapped variables","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutKMSEncryptionKey","Grants permission to specify the Key Management Service (KMS) customer master key (CMK) to be used to encrypt content in Amazon Fraud Detector","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutLabel","Grants permission to create or update label. A label classifies an event as fraudulent or legitimate. Labels are associated with event types and used to train supervised machine learning models in Amazon Fraud Detector","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:PutOutcome","Grants permission to create or update an outcome","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:SendEvent","Grants permission to send event","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:TagResource","Grants permission to assign tags to a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UntagResource","Grants permission to remove tags from a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateDetectorVersion","Grants permission to update a detector version. The detector version attributes that you can update include models, external model endpoints, rules, rule execution mode, and description. You can only update a DRAFT detector version","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateDetectorVersionMetadata","Grants permission to update the detector version's description. You can update the metadata for any detector version (DRAFT, ACTIVE, or INACTIVE)","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateDetectorVersionStatus","Grants permission to update the detector versionâs status. You can perform the following promotions or demotions using UpdateDetectorVersionStatus: DRAFT to ACTIVE, ACTIVE to INACTIVE, and INACTIVE to ACTIVE","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateEventLabel","Grants permission to update an existing event record's label value","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateModel","Grants permission to update a model. You can update the description attribute using this action","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateModelVersion","Grants permission to update a model version. Updating a model version retrains an existing model version using updated training data and produces a new minor version of the model. You can update the training data set location and data access role attributes using this action. This action creates and trains a new minor version of the model, for example version 1.01, 1.02, 1.03","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateModelVersionStatus","Grants permission to update the status of a model version","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateRuleMetadata","Grants permission to update a rule's metadata. The description attribute can be updated","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateRuleVersion","Grants permission to update a rule version resulting in a new rule version. Updates a rule version resulting in a new rule version (version 1, 2, 3 ...)","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon Fraud Detector","frauddetector:UpdateVariable","Grants permission to update a variable","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfrauddetector.html"
"Amazon FreeRTOS","freertos:CreateSoftwareConfiguration","Creates a software configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:DeleteSoftwareConfiguration","Deletes the software configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:DescribeHardwarePlatform","Describes the hardware platform","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:DescribeSoftwareConfiguration","Describes the software configuration","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:GetSoftwareURL","Get the URL for Amazon FreeRTOS software download","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:GetSoftwareURLForConfiguration","Get the URL for Amazon FreeRTOS software download based on the configuration","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:ListFreeRTOSVersions","Lists versions of AmazonFreeRTOS","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:ListHardwarePlatforms","Lists the hardware platforms","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:ListHardwareVendors","Lists the hardware vendors","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:ListSoftwareConfigurations","Lists the software configurations","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"Amazon FreeRTOS","freertos:UpdateSoftwareConfiguration","Updates the software configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfreertos.html"
"AWS Free Tier","freetier:GetFreeTierAlertPreference","Allow or deny IAM users permission to get free tier alert preference (email address)","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsfreetier.html"
"AWS Free Tier","freetier:GetFreeTierUsage","Allow or deny IAM users permission to get free tier usage limits and MTD usage status","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsfreetier.html"
"AWS Free Tier","freetier:PutFreeTierAlertPreference","Allow or deny IAM users permission to set free tier alert preference (email address)","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsfreetier.html"
"Amazon FSx","fsx:AssociateFileGateway","Grants permission to associate a File Gateway instance with an Amazon FSx for Windows File Server file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:AssociateFileSystemAliases","Grants permission to associate DNS aliases with an Amazon FSx for Windows File Server file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CancelDataRepositoryTask","Grants permission to cancel a data repository task","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CopyBackup","Grants permission to copy a backup","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateBackup","Grants permission to create a new backup of an Amazon FSx file system or an Amazon FSx volume","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateDataRepositoryAssociation","Grants permission to create a new data respository association for an Amazon FSx for Lustre file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateDataRepositoryTask","Grants permission to create a new data respository task for an Amazon FSx for Lustre file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateFileCache","Grants permission to create a new, empty, Amazon file cache","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateFileSystem","Grants permission to create a new, empty, Amazon FSx file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateFileSystemFromBackup","Grants permission to create a new Amazon FSx file system from an existing backup","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateSnapshot","Grants permission to create a new snapshot on a volume","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateStorageVirtualMachine","Grants permission to create a new storage virtual machine in an Amazon FSx for Ontap file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateVolume","Grants permission to create a new volume","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:CreateVolumeFromBackup","Grants permission to create a new volume from backup","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteBackup","Grants permission to delete a backup, deleting its contents. After deletion, the backup no longer exists, and its data is no longer available","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteDataRepositoryAssociation","Grants permission to delete a data repository association","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteFileCache","Grants permission to delete a file cache, deleting its contents","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteFileSystem","Grants permission to delete a file system, deleting its contents and any existing automatic backups of the file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteSnapshot","Grants permission to delete a snapshot on a volume","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteStorageVirtualMachine","Grants permission to delete a storage virtual machine, deleting its contents","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DeleteVolume","Grants permission to delete a volume, deleting its contents and any existing automatic backups of the volume","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeAssociatedFileGateways","Grants permission to describe the File Gateway instances associated with an Amazon FSx for Windows File Server file system","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeBackups","Grants permission to return the descriptions of all backups owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeDataRepositoryAssociations","Grants permission to return the descriptions of all data repository associations owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeDataRepositoryTasks","Grants permission to return the descriptions of all data repository tasks owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeFileCaches","Grants permission to return the descriptions of all file caches owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeFileSystemAliases","Grants permission to return the description of all DNS aliases owned by your Amazon FSx for Windows File Server file system","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeFileSystems","Grants permission to return the descriptions of all file systems owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeSnapshots","Grants permission to return the descriptions of all snapshots owned by your AWS account in the AWS Region of the endpoint you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeStorageVirtualMachines","Grants permission to return the descriptions of all storage virtual machines owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DescribeVolumes","Grants permission to return the descriptions of all volumes owned by your AWS account in the AWS Region of the endpoint that you're calling","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DisassociateFileGateway","Grants permission to disassociate a File Gateway instance from an Amazon FSx for Windows File Server file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:DisassociateFileSystemAliases","Grants permission to disassociate file system aliases with an Amazon FSx for Windows File Server file system","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:ListTagsForResource","Grants permission to list tags for an Amazon FSx resource","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:ManageBackupPrincipalAssociations","Grants permission to manage backup principal associations through AWS Backup","Permissions management","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:ReleaseFileSystemNfsV3Locks","Grants permission to release file system NFS V3 locks","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:RestoreVolumeFromSnapshot","Grants permission to restore volume state from a snapshot","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:TagResource","Grants permission to tag an Amazon FSx resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UntagResource","Grants permission to remove a tag from an Amazon FSx resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateDataRepositoryAssociation","Grants permission to update data repository association configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateFileCache","Grants permission to update file cache configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateFileSystem","Grants permission to update file system configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateSnapshot","Grants permission to update snapshot configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateStorageVirtualMachine","Grants permission to update storage virtual machine configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon FSx","fsx:UpdateVolume","Grants permission to update volume configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonfsx.html"
"Amazon GameLift","gamelift:AcceptMatch","Grants permission to register player acceptance or rejection of a proposed FlexMatch match","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:ClaimGameServer","Grants permission to locate and reserve a game server to host a new game session","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateAlias","Grants permission to define a new alias for a fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateBuild","Grants permission to create a new game build using files stored in an Amazon S3 bucket","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateFleet","Grants permission to create a new fleet of computing resources to run your game servers","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateFleetLocations","Grants permission to specify additional locations for a fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateGameServerGroup","Grants permission to create a new game server group, set up a corresponding Auto Scaling group, and launche instances to host game servers","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateGameSession","Grants permission to start a new game session on a specified fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateGameSessionQueue","Grants permission to set up a new queue for processing game session placement requests","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateLocation","Grants permission to define a new location for a fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateMatchmakingConfiguration","Grants permission to create a new FlexMatch matchmaker","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateMatchmakingRuleSet","Grants permission to create a new matchmaking rule set for FlexMatch","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreatePlayerSession","Grants permission to reserve an available game session slot for a player","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreatePlayerSessions","Grants permission to reserve available game session slots for multiple players","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateScript","Grants permission to create a new Realtime Servers script","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateVpcPeeringAuthorization","Grants permission to allow GameLift to create or delete a peering connection between a GameLift fleet VPC and a VPC on another AWS account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:CreateVpcPeeringConnection","Grants permission to establish a peering connection between your GameLift fleet VPC and a VPC on another account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteAlias","Grants permission to delete an alias","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteBuild","Grants permission to delete a game build","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteFleet","Grants permission to delete an empty fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteFleetLocations","Grants permission to delete locations for a fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteGameServerGroup","Grants permission to permanently delete a game server group and terminate FleetIQ activity for the corresponding Auto Scaling group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteGameSessionQueue","Grants permission to delete an existing game session queue","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteLocation","Grants permission to delete a location","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteMatchmakingConfiguration","Grants permission to delete an existing FlexMatch matchmaker","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteMatchmakingRuleSet","Grants permission to delete an existing FlexMatch matchmaking rule set","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteScalingPolicy","Grants permission to delete a set of auto-scaling rules","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteScript","Grants permission to delete a Realtime Servers script","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteVpcPeeringAuthorization","Grants permission to cancel a VPC peering authorization","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeleteVpcPeeringConnection","Grants permission to remove a peering connection between VPCs","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeregisterCompute","Grants permission to deregister a compute against a fleet","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DeregisterGameServer","Grants permission to remove a game server from a game server group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeAlias","Grants permission to retrieve properties for an alias","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeBuild","Grants permission to retrieve properties for a game build","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeCompute","Grants permission to retrieve general properties of the compute such as ARN, fleet details, SDK endpoints, and location","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeEC2InstanceLimits","Grants permission to retrieve the maximum allowed and current usage for EC2 instance types","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetAttributes","Grants permission to retrieve general properties, including status, for fleets","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetCapacity","Grants permission to retrieve the current capacity setting for fleets","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetEvents","Grants permission to retrieve entries from a fleet's event log","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetLocationAttributes","Grants permission to retrieve general properties, including statuses, for a fleet's locations","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetLocationCapacity","Grants permission to retrieve the current capacity setting for a fleet's location","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetLocationUtilization","Grants permission to retrieve utilization statistics for fleet's location","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetPortSettings","Grants permission to retrieve the inbound connection permissions for a fleet","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeFleetUtilization","Grants permission to retrieve utilization statistics for fleets","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameServer","Grants permission to retrieve properties for a game server","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameServerGroup","Grants permission to retrieve properties for a game server group","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameServerInstances","Grants permission to retrieve the status of EC2 instances in a game server group","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameSessionDetails","Grants permission to retrieve properties for game sessions in a fleet, including the protection policy","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameSessionPlacement","Grants permission to retrieve details of a game session placement request","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameSessionQueues","Grants permission to retrieve properties for game session queues","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeGameSessions","Grants permission to retrieve properties for game sessions in a fleet","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeInstances","Grants permission to retrieve information about instances in a fleet","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeMatchmaking","Grants permission to retrieve details of matchmaking tickets","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeMatchmakingConfigurations","Grants permission to retrieve properties for FlexMatch matchmakers","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeMatchmakingRuleSets","Grants permission to retrieve properties for FlexMatch matchmaking rule sets","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribePlayerSessions","Grants permission to retrieve properties for player sessions in a game session","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeRuntimeConfiguration","Grants permission to retrieve the current runtime configuration for a fleet","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeScalingPolicies","Grants permission to retrieve all scaling policies that are applied to a fleet","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeScript","Grants permission to retrieve properties for a Realtime Servers script","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeVpcPeeringAuthorizations","Grants permission to retrieve valid VPC peering authorizations","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:DescribeVpcPeeringConnections","Grants permission to retrieve details on active or pending VPC peering connections","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
"Amazon GameLift","gamelift:GetComputeAccess","Grants permission to retrieve access credentials of the compute","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazongamelift.html"
